Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Passengers Booked 2 DtD,Stock Out Occurred,Cheese Platters Sold
14,2,Wednesday,69,63,0,9
17,6,Saturday,165,159,1,21
18,1,Monday,126,125,0,17
19,1,Tuesday,126,115,0,17
9,4,Monday,165,157,1,20
10,3,Thursday,135,122,0,17
20,3,Sunday,132,122,0,13
15,4,Saturday,165,157,0,20
19,5,Wednesday,165,155,0,22
9,2,Tuesday,132,130,0,18
8,2,Tuesday,130,124,0,17
17,3,Friday,161,156,0,21
8,4,Monday,165,152,0,23
7,3,Thursday,155,142,0,16
20,6,Saturday,107,109,0,10
11,2,Friday,117,114,0,15
6,2,Monday,139,141,0,15
11,6,Friday,105,103,0,14
14,6,Monday,140,133,0,20
15,5,Sunday,154,143,0,19
20,3,Thursday,136,129,0,15
13,6,Saturday,128,129,1,15
20,5,Thursday,113,113,0,13
18,1,Wednesday,139,141,0,19
7,1,Thursday,142,139,0,14
21,2,Thursday,152,146,0,16
16,6,Monday,149,139,1,17
18,6,Monday,110,109,0,14
20,6,Friday,131,123,0,14
9,1,Monday,121,120,0,15
17,2,Wednesday,129,122,1,15
22,4,Wednesday,106,96,0,11
15,4,Thursday,118,119,0,16
10,5,Monday,115,113,0,17
14,3,Saturday,165,166,0,21
6,5,Tuesday,143,140,0,16
19,4,Thursday,97,93,0,14
13,6,Sunday,165,159,0,23
8,1,Sunday,165,152,1,18
11,6,Monday,125,123,0,18
16,6,Monday,118,107,0,16
13,1,Wednesday,130,128,0,16
14,1,Wednesday,120,116,0,16
14,2,Wednesday,155,144,1,20
13,1,Thursday,165,152,1,18
12,2,Sunday,141,128,0,18
7,4,Monday,109,108,0,12
18,1,Saturday,140,132,0,16
17,4,Tuesday,144,132,0,19
14,5,Wednesday,142,133,0,20
18,4,Thursday,145,133,0,19
12,5,Sunday,151,148,1,19
15,2,Monday,138,133,0,17
19,6,Saturday,141,131,0,18
18,3,Friday,145,145,1,20
14,3,Sunday,149,149,1,17
9,3,Wednesday,151,148,0,21
18,3,Tuesday,164,163,0,21
13,3,Tuesday,138,133,1,17
18,1,Tuesday,162,149,1,16
17,2,Sunday,139,128,1,17
13,1,Saturday,153,139,0,18
16,2,Wednesday,165,165,1,15
9,5,Tuesday,104,96,0,14
16,3,Wednesday,146,137,1,18
19,5,Friday,88,82,0,12
19,3,Monday,157,151,1,15
9,6,Friday,89,85,0,13
15,5,Sunday,152,140,0,19
21,6,Sunday,125,125,0,13
14,4,Friday,124,115,0,18
15,5,Tuesday,126,127,0,17
14,2,Wednesday,91,91,0,12
8,3,Monday,165,156,1,17
12,4,Saturday,130,123,0,15
12,6,Saturday,131,130,1,15
13,2,Tuesday,120,120,0,14
6,5,Sunday,145,139,0,13
15,2,Wednesday,155,140,0,21
15,1,Monday,165,150,1,17
14,5,Wednesday,146,146,0,20
8,1,Monday,102,100,0,13
11,2,Monday,120,111,1,15
13,2,Thursday,165,156,0,23
7,5,Tuesday,159,161,0,17
14,2,Tuesday,159,152,0,23
13,5,Friday,141,143,0,19
8,6,Thursday,133,124,1,17
15,1,Saturday,155,142,0,18
7,5,Thursday,121,112,0,13
11,3,Wednesday,145,132,0,19
8,6,Friday,111,101,0,15
17,4,Wednesday,165,164,1,15
9,6,Wednesday,127,123,1,18
9,6,Tuesday,108,104,0,15
3,6,Sunday,144,139,0,14
19,4,Tuesday,138,134,0,18
11,6,Thursday,121,119,0,17
17,5,Tuesday,102,94,0,14
7,1,Wednesday,165,158,0,16
10,5,Monday,145,131,1,20
9,4,Sunday,127,126,0,16
17,6,Wednesday,102,92,0,14
13,2,Tuesday,151,153,0,20
9,6,Wednesday,158,154,0,22
10,3,Thursday,114,109,1,15
14,3,Tuesday,143,129,0,18
19,6,Friday,155,143,1,21
1,4,Monday,165,150,1,17
17,6,Friday,153,147,0,22
4,5,Wednesday,117,118,0,13
9,5,Thursday,117,108,0,16
17,5,Friday,138,132,0,18
18,3,Thursday,154,141,1,22
14,6,Sunday,162,164,0,20
11,2,Monday,165,152,0,21
19,5,Wednesday,143,132,0,18
12,6,Saturday,125,123,0,16
18,5,Thursday,108,104,0,15
12,1,Wednesday,144,136,0,20
10,4,Thursday,143,132,0,19
14,2,Tuesday,165,160,1,18
11,6,Thursday,129,118,0,18
10,6,Friday,143,139,0,18
11,1,Monday,150,143,1,19
14,2,Friday,135,132,0,19
7,1,Thursday,140,127,0,14
8,3,Thursday,134,127,0,19
14,2,Thursday,154,149,1,16
6,1,Friday,159,160,0,15
3,3,Wednesday,154,144,1,15
15,4,Saturday,158,150,0,20
20,1,Thursday,153,151,0,15
13,1,Monday,121,111,0,15
17,6,Wednesday,165,157,1,16
17,1,Saturday,134,136,0,17
20,3,Monday,165,166,0,17
8,2,Tuesday,165,158,0,21
15,2,Friday,125,113,0,17
17,3,Thursday,142,144,1,18
17,2,Thursday,163,149,0,22
12,3,Sunday,143,130,1,17
14,2,Thursday,165,150,0,22
8,1,Tuesday,147,136,0,19
19,4,Monday,126,125,0,17
12,6,Friday,158,145,0,23
14,3,Thursday,165,165,1,15
20,4,Friday,136,135,0,13
10,5,Sunday,149,141,0,19
20,1,Thursday,165,155,0,17
14,2,Saturday,131,132,0,16
12,4,Saturday,165,154,1,19
11,4,Sunday,99,100,0,13
10,4,Sunday,124,119,0,15
8,4,Sunday,137,124,1,17
18,3,Monday,126,118,0,16
17,3,Sunday,123,120,0,16
8,1,Thursday,165,151,1,17
9,3,Monday,142,134,0,18
9,2,Wednesday,165,159,0,22
7,3,Saturday,95,95,0,9
17,4,Sunday,118,119,0,15
9,4,Monday,165,166,1,21
5,3,Wednesday,153,152,0,16
13,2,Wednesday,149,138,0,20
10,2,Monday,115,105,0,15
8,6,Saturday,142,128,1,18
12,5,Friday,159,148,0,22
8,4,Saturday,165,150,1,19
11,5,Wednesday,125,119,0,17
14,6,Monday,134,136,0,20
12,6,Tuesday,112,110,0,16
8,5,Sunday,165,165,0,21
14,6,Thursday,133,134,0,18
5,1,Wednesday,130,131,0,13
15,6,Monday,133,126,0,19
8,5,Saturday,165,165,0,21
12,2,Tuesday,162,156,0,22
12,6,Monday,112,102,0,15
12,3,Saturday,132,125,0,16
9,6,Friday,146,136,1,19
8,5,Tuesday,153,153,0,22
14,2,Thursday,121,121,0,16
11,2,Thursday,142,134,0,19
12,4,Friday,95,86,0,13
15,2,Friday,153,144,1,20
16,5,Saturday,151,153,1,19
9,6,Sunday,138,127,0,18
21,1,Wednesday,131,121,0,13
14,6,Saturday,136,129,0,17
10,5,Wednesday,115,110,0,16
9,3,Sunday,97,94,0,12
14,4,Tuesday,165,154,0,22
19,1,Monday,158,148,0,20
7,6,Tuesday,148,145,0,15
9,3,Thursday,134,124,0,18
11,1,Wednesday,126,116,0,16
11,1,Wednesday,127,124,0,15
21,6,Wednesday,139,141,0,16
9,3,Thursday,165,152,0,22
12,2,Monday,165,164,0,22
16,1,Monday,153,147,1,15
19,4,Tuesday,145,137,0,18
22,1,Tuesday,122,123,0,12
8,3,Tuesday,110,109,0,14
14,3,Monday,100,102,0,14
15,3,Monday,165,160,0,22
18,1,Saturday,158,158,1,15
18,1,Monday,148,144,1,19
6,4,Sunday,141,140,0,13
5,1,Sunday,96,92,0,9
12,1,Sunday,154,154,0,19
18,3,Tuesday,119,119,1,16
18,2,Tuesday,106,106,0,14
13,6,Wednesday,138,138,1,15
11,2,Wednesday,160,161,1,15
19,5,Saturday,126,125,0,16
13,5,Monday,159,145,0,21
5,4,Friday,113,103,0,11
10,3,Tuesday,113,106,0,15
13,1,Wednesday,165,155,1,16
12,6,Friday,148,143,0,21
10,1,Friday,118,108,0,16
12,5,Saturday,134,128,0,16
11,5,Sunday,120,114,0,15
16,3,Wednesday,160,157,1,20
19,2,Wednesday,143,143,0,19
4,4,Saturday,158,154,0,15
11,3,Thursday,133,120,0,18
20,1,Tuesday,128,122,0,13
8,1,Sunday,127,124,0,15
16,1,Monday,165,150,0,22
9,1,Sunday,129,124,0,15
11,5,Tuesday,137,133,0,19
11,1,Tuesday,157,148,0,21
15,4,Wednesday,123,119,0,17
9,1,Wednesday,148,140,0,20
15,2,Saturday,136,132,0,16
13,2,Monday,165,152,0,23
10,2,Friday,132,128,0,18
13,6,Sunday,150,150,0,19
6,4,Monday,165,160,0,18
19,6,Friday,117,106,0,16
6,2,Wednesday,140,142,0,15
9,4,Thursday,136,137,0,20
6,6,Sunday,151,151,0,16
13,4,Tuesday,119,119,0,16
17,5,Wednesday,135,137,0,18
5,4,Thursday,111,112,0,12
10,6,Sunday,134,134,0,16
18,6,Wednesday,111,106,1,16
14,4,Sunday,126,119,0,16
3,4,Tuesday,165,166,1,18
12,2,Tuesday,140,129,0,19
8,5,Monday,165,152,0,23
15,3,Sunday,101,93,0,14
9,5,Friday,106,101,0,14
12,6,Tuesday,165,156,1,15
13,6,Friday,151,145,0,20
15,4,Friday,140,132,0,18
21,5,Wednesday,94,87,0,11
9,2,Saturday,147,145,0,18
10,2,Saturday,147,148,0,18
17,2,Saturday,132,123,0,16
16,6,Saturday,160,151,0,22
8,4,Friday,159,144,1,22
15,2,Sunday,148,136,0,19
6,2,Wednesday,111,108,0,11
5,4,Friday,125,113,0,13
17,3,Friday,134,130,0,18
14,6,Saturday,124,120,0,17
11,1,Tuesday,153,148,1,16
12,1,Monday,165,151,0,23
15,3,Saturday,114,112,0,13
11,3,Monday,118,117,0,16
17,1,Thursday,154,148,1,16
19,5,Sunday,87,85,0,11
16,3,Monday,126,127,0,16
8,4,Friday,123,113,1,17
12,4,Monday,104,100,0,14
9,2,Monday,137,134,0,17
16,1,Saturday,127,126,0,17
15,4,Wednesday,145,131,1,19
16,4,Tuesday,127,128,0,17
20,4,Tuesday,132,125,0,14
21,3,Monday,132,123,0,14
18,1,Sunday,165,167,1,16
22,4,Friday,136,124,0,15
16,3,Saturday,165,150,1,16
16,3,Sunday,99,99,0,12
9,6,Monday,157,154,1,20
18,3,Thursday,129,128,1,15
13,5,Saturday,132,120,0,17
15,1,Thursday,159,152,1,17
12,4,Sunday,156,152,0,19
7,4,Saturday,109,104,0,11
3,1,Wednesday,122,118,0,12
15,2,Tuesday,142,129,0,19
11,2,Thursday,121,120,0,16
18,3,Friday,107,100,0,14
7,6,Friday,165,155,0,18
16,2,Tuesday,132,123,1,18
3,4,Monday,130,129,0,14
17,5,Monday,165,152,1,21
9,5,Tuesday,133,121,1,16
10,5,Sunday,98,94,0,12
13,3,Tuesday,116,111,0,16
7,6,Monday,163,149,1,16
2,4,Friday,143,133,0,16
5,5,Wednesday,118,119,0,13
8,3,Sunday,104,98,0,13
12,2,Sunday,125,116,0,14
7,1,Thursday,165,165,0,15
16,3,Tuesday,165,152,1,19
13,4,Wednesday,101,101,0,13
21,3,Saturday,146,132,0,15
18,3,Saturday,128,116,0,16
15,1,Thursday,165,151,1,20
16,6,Thursday,128,128,1,16
15,4,Monday,120,110,0,16
6,6,Friday,136,127,0,15
17,4,Monday,165,161,0,21
0,4,Friday,150,141,0,15
16,2,Tuesday,162,157,1,20
21,2,Monday,96,91,0,10
9,6,Sunday,161,157,0,22
8,6,Tuesday,135,126,1,15
10,3,Monday,136,127,0,19
20,4,Saturday,139,135,0,14
22,2,Sunday,133,135,0,12
6,5,Thursday,114,106,0,11
14,5,Friday,165,164,0,25
6,6,Sunday,165,153,0,17
12,1,Sunday,136,126,0,16
11,4,Friday,164,159,0,23
13,6,Saturday,142,141,0,20
6,4,Sunday,143,133,0,13
4,3,Tuesday,128,130,0,14
16,1,Wednesday,133,125,0,17
3,6,Sunday,163,157,0,15
7,3,Sunday,118,110,0,11
12,5,Thursday,153,140,0,20
15,3,Sunday,156,152,0,19
19,2,Saturday,155,148,0,20
15,3,Thursday,98,92,0,14
11,1,Friday,119,108,0,16
7,5,Saturday,165,160,1,15
16,2,Thursday,150,142,1,18
7,1,Monday,72,72,0,7
5,1,Thursday,135,131,0,13
12,4,Saturday,132,119,0,16
12,4,Thursday,92,87,0,12
14,4,Monday,130,120,0,17
14,2,Tuesday,165,152,1,17
9,1,Sunday,97,93,0,12
20,1,Saturday,162,162,0,15
8,2,Friday,101,96,0,13
15,3,Tuesday,147,146,0,21
12,4,Sunday,165,166,1,18
12,1,Friday,165,158,0,21
16,1,Tuesday,149,150,1,16
9,5,Thursday,151,153,0,22
9,2,Sunday,161,147,1,15
11,4,Monday,140,131,0,19
15,2,Thursday,131,125,0,18
13,2,Thursday,142,142,0,18
6,3,Saturday,137,124,0,12
4,6,Monday,124,124,0,14
13,6,Thursday,137,129,1,16
19,3,Saturday,157,154,0,19
12,5,Tuesday,142,132,0,20
12,2,Sunday,165,165,0,20
9,4,Thursday,135,123,0,19
9,3,Friday,121,118,0,16
11,4,Sunday,123,125,0,15
12,4,Saturday,152,140,0,19
22,2,Friday,165,150,0,17
17,5,Saturday,129,118,0,16
17,3,Thursday,138,127,0,18
12,3,Friday,158,150,1,16
15,5,Saturday,89,87,0,12
8,5,Friday,158,151,1,20
9,3,Friday,122,110,0,15
16,1,Tuesday,157,144,0,20
14,3,Tuesday,157,151,0,20
21,4,Friday,151,140,0,17
19,5,Tuesday,127,119,0,19
13,4,Sunday,119,118,0,16
16,5,Friday,158,158,0,21
14,2,Monday,162,146,1,20
16,3,Saturday,165,150,1,15
9,1,Monday,133,120,0,17
21,3,Friday,161,152,0,17
11,1,Friday,151,149,1,15
15,1,Friday,139,127,0,17
22,3,Monday,111,101,0,12
14,5,Friday,161,145,1,22
11,6,Friday,134,131,1,16
17,3,Tuesday,122,123,0,16
16,4,Friday,157,145,1,17
15,5,Saturday,149,135,0,19
19,4,Saturday,153,145,0,21
13,6,Monday,153,142,1,15
6,4,Wednesday,165,159,1,17
19,4,Sunday,152,141,0,18
10,3,Sunday,109,100,0,13
13,6,Wednesday,133,134,0,18
17,4,Monday,165,151,0,23
18,5,Wednesday,134,122,1,18
15,4,Friday,165,152,0,23
14,6,Thursday,154,152,0,22
11,6,Sunday,132,134,1,15
9,6,Friday,150,144,0,21
7,1,Thursday,165,164,0,17
10,5,Sunday,116,116,0,15
14,1,Friday,127,117,0,17
11,1,Wednesday,124,125,1,16
19,6,Tuesday,127,122,0,18
23,5,Thursday,165,154,0,18
13,6,Sunday,136,125,1,15
8,1,Wednesday,157,147,0,20
11,4,Monday,157,152,1,16
15,2,Monday,165,161,0,21
6,1,Thursday,147,135,0,15
17,1,Saturday,119,108,0,14
18,2,Monday,100,99,0,13
10,2,Sunday,145,138,0,18
18,5,Friday,130,127,0,18
18,1,Wednesday,122,112,0,16
9,6,Sunday,165,157,1,19
21,2,Saturday,122,121,0,11
9,2,Wednesday,165,164,0,21
8,6,Sunday,142,128,1,17
15,6,Sunday,147,149,1,19
18,6,Friday,147,136,0,20
15,2,Sunday,132,124,0,15
20,5,Friday,144,137,1,16
8,5,Tuesday,155,140,1,20
10,1,Wednesday,155,149,0,20
1,1,Saturday,120,113,0,11
14,2,Saturday,165,158,0,21
12,6,Tuesday,96,88,0,13
13,3,Wednesday,156,154,0,20
16,2,Sunday,165,157,0,20
3,6,Monday,106,105,0,11
16,4,Wednesday,107,100,0,15
12,5,Monday,165,164,1,20
7,1,Monday,113,107,0,12
15,5,Saturday,132,128,0,17
7,3,Saturday,142,129,0,13
12,2,Monday,165,151,0,22
20,4,Sunday,151,143,0,14
14,1,Friday,165,163,0,22
12,6,Saturday,136,133,0,18
17,1,Saturday,135,132,0,17
15,6,Monday,124,126,1,17
18,1,Thursday,123,124,0,15
13,6,Monday,161,146,1,16
7,3,Wednesday,148,147,0,16
16,3,Tuesday,110,110,0,15
9,3,Thursday,165,156,1,19
22,3,Wednesday,130,124,0,13
14,4,Wednesday,100,97,0,13
10,2,Friday,133,121,0,19
14,2,Monday,130,121,0,17
17,5,Saturday,127,129,0,17
10,3,Thursday,105,100,0,14
12,5,Friday,108,99,0,15
5,4,Sunday,165,163,0,16
18,5,Friday,89,86,0,12
10,3,Monday,151,152,0,21
8,3,Tuesday,151,144,0,21
15,1,Monday,101,99,0,13
14,1,Thursday,130,123,1,16
12,1,Tuesday,165,158,0,22
9,1,Tuesday,95,95,0,12
21,3,Tuesday,165,159,0,17
9,6,Thursday,135,130,1,19
19,2,Wednesday,121,114,1,15
11,2,Friday,148,141,0,20
9,1,Saturday,147,149,1,15
18,1,Tuesday,92,88,0,12
11,5,Friday,144,133,0,19
7,2,Saturday,165,149,0,16
9,2,Sunday,165,156,0,20
21,1,Wednesday,153,152,0,15
22,4,Sunday,100,97,0,10
17,1,Saturday,154,150,0,18
10,6,Sunday,88,86,0,12
20,4,Friday,130,130,0,14
21,2,Monday,88,89,0,8
16,5,Friday,119,117,0,17
12,4,Thursday,163,161,1,18
10,5,Saturday,152,139,1,16
18,6,Tuesday,118,115,1,15
20,2,Saturday,131,129,0,12
20,5,Tuesday,165,150,1,17
18,6,Monday,155,144,0,21
16,5,Wednesday,132,128,0,19
10,6,Wednesday,154,144,0,21
9,1,Tuesday,135,128,0,17
16,3,Friday,66,65,0,9
18,3,Friday,108,101,0,14
9,5,Thursday,134,136,0,17
5,3,Thursday,132,127,0,13
14,6,Sunday,165,164,0,21
7,1,Friday,139,135,0,14
9,3,Tuesday,151,151,0,21
20,5,Sunday,142,131,0,14
12,2,Wednesday,132,127,0,18
8,5,Sunday,161,148,0,20
7,6,Friday,137,131,0,15
13,1,Monday,157,145,0,20
8,1,Thursday,131,128,0,17
20,1,Sunday,110,111,0,9
5,4,Thursday,165,161,1,15
7,6,Wednesday,155,146,0,17
14,5,Monday,148,147,1,19
17,5,Wednesday,123,120,0,16
13,3,Sunday,142,128,1,16
8,5,Thursday,129,121,0,17
21,5,Friday,111,102,0,13
9,1,Tuesday,143,137,0,19
19,3,Saturday,146,136,1,16
8,6,Sunday,142,142,1,16
20,2,Tuesday,149,140,0,16
11,6,Saturday,153,144,1,17
9,6,Tuesday,147,135,1,20
20,5,Thursday,84,81,0,9
15,5,Tuesday,142,130,1,19
15,5,Monday,165,153,1,22
18,4,Thursday,157,143,0,21
9,2,Monday,149,137,1,21
12,1,Monday,138,133,0,18
20,6,Saturday,113,113,0,12
12,6,Friday,150,145,1,19
17,2,Wednesday,154,143,0,20
18,2,Thursday,165,163,0,23
13,5,Friday,130,123,0,17
9,4,Wednesday,165,150,0,24
21,2,Wednesday,165,153,1,15
14,1,Tuesday,157,148,0,20
15,2,Tuesday,142,140,1,15
7,6,Tuesday,113,115,0,12
8,5,Monday,154,145,0,21
8,2,Monday,127,118,0,16
5,4,Sunday,121,123,0,11
10,1,Friday,109,101,0,14
19,4,Friday,124,120,1,17
15,2,Thursday,158,156,0,21
12,1,Friday,161,146,1,18
19,3,Thursday,135,136,0,18
14,6,Thursday,137,135,0,19
19,2,Wednesday,106,97,0,13
4,6,Saturday,130,131,0,14
10,2,Thursday,91,85,0,13
13,6,Friday,165,155,1,20
17,6,Tuesday,115,109,1,16
11,1,Tuesday,138,139,0,18
8,4,Sunday,135,126,1,16
17,3,Saturday,103,105,0,12
19,1,Saturday,127,122,0,16
16,2,Sunday,140,127,1,15
17,2,Sunday,160,148,0,19
15,1,Saturday,143,134,0,16
11,5,Sunday,149,150,0,20
12,1,Tuesday,119,108,0,15
5,3,Sunday,126,125,0,12
18,4,Monday,118,120,0,15
8,4,Sunday,111,109,0,14
20,3,Thursday,150,140,0,15
13,3,Wednesday,132,133,0,17
14,3,Friday,127,118,0,17
5,4,Wednesday,99,101,0,10
4,4,Saturday,165,163,1,15
19,4,Friday,141,131,1,18
21,1,Saturday,143,142,0,12
7,3,Wednesday,154,147,0,15
9,1,Wednesday,126,124,0,17
21,1,Saturday,130,127,0,13
14,6,Wednesday,157,158,1,15
16,5,Wednesday,135,130,0,18
16,5,Wednesday,116,112,0,16
17,2,Thursday,102,99,0,13
6,6,Sunday,135,136,0,13
4,1,Monday,162,159,0,17
7,3,Friday,165,167,0,17
8,3,Tuesday,115,108,0,15
10,5,Sunday,115,110,1,15
12,5,Tuesday,133,134,0,19
21,4,Saturday,107,99,0,10
11,4,Sunday,117,116,0,14
22,6,Thursday,161,155,1,15
13,4,Monday,111,101,0,15
10,3,Wednesday,129,120,0,18
12,3,Wednesday,100,96,0,14
8,4,Wednesday,153,143,1,17
12,5,Saturday,116,111,0,15
12,6,Friday,113,114,0,15
11,6,Wednesday,165,153,1,22
12,5,Sunday,118,109,0,16
13,6,Monday,112,114,0,16
3,1,Wednesday,138,130,0,13
20,2,Tuesday,95,94,0,10
10,6,Monday,124,126,0,18
12,6,Friday,153,149,0,20
21,5,Monday,164,162,0,19
7,1,Tuesday,87,86,0,10
16,2,Friday,165,161,0,21
10,3,Friday,137,124,0,18
17,3,Thursday,136,124,0,18
14,1,Tuesday,132,131,0,16
13,4,Wednesday,145,135,0,21
15,2,Wednesday,165,153,1,22
20,1,Monday,126,125,0,13
12,5,Sunday,134,135,0,18
18,3,Saturday,131,129,0,17
14,2,Saturday,165,151,0,21
15,1,Thursday,134,136,0,17
10,2,Wednesday,126,122,1,16
14,6,Saturday,165,152,0,22
21,3,Monday,142,142,0,15
11,4,Thursday,154,151,1,18
14,3,Wednesday,108,102,0,13
3,3,Friday,127,123,0,14
16,3,Monday,160,152,1,21
15,4,Saturday,96,96,0,12
7,5,Friday,148,137,0,15
10,4,Thursday,165,158,0,24
9,2,Sunday,160,152,1,18
19,1,Monday,165,159,0,21
17,4,Friday,126,115,1,16
5,6,Tuesday,137,134,0,14
22,5,Tuesday,116,107,0,12
15,5,Sunday,153,142,0,19
12,1,Friday,120,117,0,16
8,4,Sunday,123,124,1,16
12,4,Monday,135,129,0,19
3,5,Monday,147,148,0,16
14,5,Monday,152,152,0,21
8,4,Thursday,165,163,0,21
10,6,Monday,165,157,0,24
11,6,Monday,135,122,0,18
3,6,Thursday,105,101,0,11
20,3,Sunday,141,138,0,13
17,2,Tuesday,160,150,0,21
18,6,Saturday,165,161,0,21
3,1,Wednesday,146,136,0,15
11,6,Sunday,165,162,0,23
12,2,Monday,159,151,1,17
21,4,Monday,165,149,0,18
19,6,Monday,124,113,0,17
18,5,Friday,134,136,0,18
9,2,Sunday,125,125,0,15
18,2,Tuesday,121,116,0,16
9,1,Wednesday,149,135,0,19
14,6,Wednesday,149,139,0,22
14,3,Sunday,125,114,0,16
13,6,Friday,114,106,0,16
22,5,Thursday,165,166,1,15
8,3,Saturday,165,154,0,21
11,6,Monday,153,149,0,22
8,4,Tuesday,106,102,0,15
13,2,Tuesday,124,121,0,17
7,1,Tuesday,165,157,0,18
22,2,Sunday,131,120,0,11
17,3,Wednesday,165,151,0,21
7,2,Saturday,88,89,0,8
14,2,Saturday,149,136,0,18
19,2,Wednesday,86,81,0,11
21,3,Sunday,143,145,0,14
12,6,Sunday,165,164,0,21
20,5,Saturday,165,149,0,17
9,5,Wednesday,95,88,0,12
16,3,Friday,101,101,0,15
12,4,Tuesday,91,93,0,12
12,5,Wednesday,148,135,0,21
17,1,Saturday,124,115,0,15
15,3,Tuesday,165,151,0,22
16,5,Thursday,126,120,0,17
15,5,Thursday,165,155,1,15
13,4,Monday,150,139,1,16
15,1,Friday,146,145,0,21
13,2,Saturday,104,102,0,12
11,3,Saturday,135,131,1,15
11,4,Tuesday,148,144,0,19
15,5,Monday,165,167,1,18
11,4,Tuesday,138,138,1,19
15,4,Saturday,92,85,0,11
11,4,Sunday,162,149,1,15
10,2,Sunday,136,129,0,16
13,4,Sunday,123,119,0,16
8,6,Tuesday,101,91,0,14
13,2,Sunday,148,150,0,17
10,6,Sunday,123,123,1,16
8,6,Thursday,163,162,0,22
13,5,Thursday,143,129,0,19
8,2,Saturday,163,157,1,19
16,3,Thursday,158,144,1,19
13,5,Thursday,136,123,0,19
11,1,Sunday,154,151,0,19
11,1,Monday,124,121,0,14
19,3,Tuesday,109,102,0,15
19,6,Wednesday,161,163,0,23
12,6,Friday,121,122,1,15
20,6,Saturday,138,131,0,14
21,4,Sunday,165,156,0,16
8,2,Thursday,106,105,0,14
13,4,Monday,123,114,1,16
7,3,Sunday,111,102,0,10
4,1,Wednesday,126,126,1,15
19,3,Monday,145,147,0,20
21,5,Monday,154,145,1,16
16,4,Wednesday,148,141,0,20
10,1,Saturday,123,124,0,16
4,3,Saturday,142,135,0,14
16,3,Tuesday,162,157,0,22
8,5,Wednesday,161,151,1,15
18,1,Wednesday,116,116,0,14
6,1,Wednesday,105,95,0,10
9,6,Tuesday,154,152,1,17
6,4,Friday,132,121,0,13
21,4,Saturday,161,146,0,15
11,2,Sunday,153,153,1,18
18,1,Monday,165,167,0,22
11,3,Sunday,125,117,0,16
12,3,Saturday,137,138,0,17
19,1,Thursday,135,136,0,17
12,3,Thursday,118,110,0,15
21,2,Sunday,131,125,0,11
13,6,Saturday,106,100,0,15
13,6,Monday,162,151,1,15
16,1,Sunday,165,156,1,18
16,6,Saturday,147,148,0,19
1,4,Friday,117,111,0,13
10,1,Monday,103,100,0,14
8,4,Saturday,149,140,0,18
16,6,Friday,159,156,0,24
11,1,Sunday,153,155,0,18
13,1,Wednesday,145,139,1,15
12,4,Saturday,118,115,0,14
11,2,Wednesday,165,155,0,20
14,1,Wednesday,102,98,0,13
11,5,Monday,151,145,1,16
19,5,Wednesday,130,131,1,18
16,3,Tuesday,148,141,1,15
16,6,Sunday,132,125,1,16
19,2,Thursday,165,160,0,22
13,2,Friday,127,118,0,17
16,3,Sunday,146,136,0,18
19,1,Thursday,165,157,1,17
16,6,Wednesday,107,99,0,15
10,2,Sunday,164,158,0,21
22,3,Friday,146,139,0,15
18,4,Sunday,165,152,1,16
14,6,Thursday,85,85,0,12
11,5,Friday,150,151,0,21
8,2,Tuesday,94,91,0,12
17,1,Thursday,116,112,0,14
14,5,Wednesday,165,158,0,25
10,3,Saturday,143,131,0,17
15,3,Thursday,132,127,0,18
17,6,Saturday,117,108,0,15
16,2,Sunday,127,123,0,16
18,1,Monday,142,133,0,18
12,1,Wednesday,120,113,0,16
7,3,Saturday,165,153,0,16
10,5,Wednesday,165,152,0,23
12,2,Wednesday,165,150,0,22
8,5,Friday,160,147,0,22
19,3,Saturday,121,119,0,15
11,3,Thursday,135,122,0,18
19,6,Saturday,162,164,0,20
9,2,Tuesday,135,124,0,19
19,5,Friday,109,102,0,15
9,2,Saturday,165,155,0,21
8,2,Wednesday,165,154,1,15
3,4,Thursday,150,143,0,17
4,5,Wednesday,109,110,0,12
15,5,Friday,153,152,1,19
11,3,Wednesday,122,112,0,16
19,6,Wednesday,122,115,0,17
12,2,Thursday,157,143,0,20
4,5,Sunday,152,140,0,14
17,6,Thursday,132,128,1,18
11,6,Wednesday,90,88,0,13
2,3,Saturday,165,167,0,15
19,4,Wednesday,132,125,0,18
17,6,Sunday,143,142,1,15
18,6,Thursday,156,155,1,20
11,2,Friday,119,118,0,15
18,6,Thursday,88,82,0,12
15,2,Sunday,138,132,0,18
9,3,Friday,136,131,0,17
14,3,Saturday,165,156,1,17
12,6,Monday,129,124,0,18
18,4,Wednesday,132,122,1,18
14,4,Monday,132,127,1,18
20,5,Tuesday,165,162,0,16
14,2,Thursday,157,142,0,21
3,3,Friday,116,109,0,11
15,2,Saturday,136,126,0,16
11,2,Monday,153,145,0,21
12,2,Tuesday,165,162,0,21
15,2,Thursday,165,151,1,17
8,1,Thursday,110,99,0,14
13,5,Sunday,114,104,0,15
16,4,Saturday,118,111,0,15
15,1,Wednesday,135,135,0,18
15,2,Monday,129,122,0,18
16,6,Monday,151,151,0,21
10,2,Saturday,107,108,0,12
8,6,Thursday,165,166,0,21
10,4,Monday,112,106,0,15
13,3,Sunday,133,130,0,16
18,3,Sunday,122,121,0,15
16,5,Sunday,134,129,0,17
16,2,Thursday,150,136,0,19
19,3,Tuesday,122,118,0,17
